"";"Rank";"Name";"YB";"NSA";"Ski";"venue";"Disciplina";"temperatura";"vreme";"sneg";"tocke_30"
"193";13;"FERSTL Josef";1988;"GER";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";20
"194";13;"STRIEDINGER Otmar";1991;"AUT";"Salomon";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";20
"195";15;"MUZATON Maxence";1990;"FRA";"Rossignol";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";16
"196";16;"REICHELT Hannes";1980;"AUT";"Salomon";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";15
"197";17;"DANKLMAIER Daniel";1993;"AUT";"Atomic";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";14
"198";18;"JANSRUD Kjetil";1985;"NOR";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";13
"199";19;"GOLDBERG Jared";1991;"USA";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";12
"200";20;"MARSAGLIA Matteo";1985;"ITA";"Fischer";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";11
"201";21;"ROGER Brice";1990;"FRA";"Rossignol";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";10
"202";22;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";9
"203";23;"RAFFORT Nicolas";1991;"FRA";"Rossignol";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";8
"204";24;"BENNETT Bryce";1992;"USA";"Fischer";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";7
"205";25;"KRYENBUEHL Urs";1994;"SUI";"Fischer";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";6
"206";26;"CATER Martin";1992;"SLO";"Stoeckli";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";5
"207";27;"THEAUX Adrien";1984;"FRA";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";4
"208";28;"WEBER Ralph";1993;"SUI";"Head";"Kitzbuehl1";"DH";2,5;"PARTLY CLOUDY";"HARD";3
"209";1;"FEUZ Beat";1987;"SUI";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";100
"210";2;"CLAREY Johan";1981;"FRA";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";80
"211";3;"MAYER Matthias";1990;"AUT";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";60
"212";4;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";50
"213";5;"BAUMANN Romed";1986;"GER";"Salomon";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";45
"214";6;"SANDER Andreas";1989;"GER";"Atomic";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";40
"215";7;"PARIS Dominik";1989;"ITA";"Nordica";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";36
"216";8;"STRIEDINGER Otmar";1991;"AUT";"Salomon";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";32
"217";9;"BAILET Matthieu";1996;"FRA";"Salomon";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";29
"218";10;"HEMETSBERGER Daniel";1991;"AUT";"Fischer";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";26
"219";10;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";26
"220";12;"GANONG Travis";1988;"USA";"Atomic";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";22
"221";13;"FRANZ Max";1989;"AUT";"Fischer";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";20
"222";14;"SCHIEDER Florian";1995;"ITA";"Atomic";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";18
"223";15;"DANKLMAIER Daniel";1993;"AUT";"Atomic";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";16
"224";16;"ROEA Henrik";1995;"NOR";"Nordica";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";15
"225";17;"SCHWAIGER Dominik";1991;"GER";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";14
"226";17;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";14
"227";19;"ALLEGRE Nils";1994;"FRA";"Salomon";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";12
"228";20;"ROGENTIN Stefan";1994;"SUI";"Fischer";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";11
"229";21;"MUZATON Maxence";1990;"FRA";"Rossignol";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";10
"230";22;"ROULIN Gilles";1994;"SUI";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";9
"231";23;"NEUMAYER Christopher";1992;"AUT";"Salomon";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";8
"232";24;"GOLDBERG Jared";1991;"USA";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";7
"233";25;"RAFFORT Nicolas";1991;"FRA";"Rossignol";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";6
"234";26;"JANSRUD Kjetil";1985;"NOR";"Head";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";5
"235";27;"ROGER Brice";1990;"FRA";"Rossignol";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";4
"236";28;"MARSAGLIA Matteo";1985;"ITA";"Fischer";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";3
"237";29;"WALDER Christian";1991;"AUT";"Salomon";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";2
"238";30;"REICHELT Hannes";1980;"AUT";"Salomon";"Kitzbuehl2";"DH";-4;"PARTLY CLOUDY";"HARD";1
"239";1;"COCHRAN-SIEGLE Ryan";1992;"USA";"Rossignol";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";100
"240";2;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";80
"241";3;"SEJERSTED Adrian Smiseth";1994;"NOR";"Atomic";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";60
"242";4;"KILDE Aleksander Aamodt";1992;"NOR";"Atomic";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";50
"243";5;"CAVIEZEL Mauro";1988;"SUI";"Atomic";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";45
"244";6;"JANSRUD Kjetil";1985;"NOR";"Head";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";40
"245";7;"BAUMANN Romed";1986;"GER";"Salomon";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";36
"246";8;"KRYENBUEHL Urs";1994;"SUI";"Fischer";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";32
"247";9;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";29
"248";10;"MAYER Matthias";1990;"AUT";"Head";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";26
"249";11;"CAVIEZEL Gino";1992;"SUI";"Dynastar";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";24
"250";12;"PINTURAULT Alexis";1991;"FRA";"Head";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";22
"251";13;"MEILLARD Loic";1996;"SUI";"Rossignol";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";20
"252";14;"GIEZENDANNER Blaise";1991;"FRA";"Atomic";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";18
"253";15;"JOCHER Simon";1996;"GER";"Head";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";16
"254";15;"GANONG Travis";1988;"USA";"Atomic";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";16
"255";17;"HROBAT Miha";1995;"SLO";"Atomic";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";14
"256";18;"PARIS Dominik";1989;"ITA";"Nordica";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";13
"257";19;"ALLEGRE Nils";1994;"FRA";"Salomon";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";12
"258";20;"SANDER Andreas";1989;"GER";"Atomic";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";11
"259";21;"FERSTL Josef";1988;"GER";"Head";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";10
"260";22;"ROGER Brice";1990;"FRA";"Rossignol";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";9
"261";22;"ROGENTIN Stefan";1994;"SUI";"Fischer";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";9
"262";24;"PICCARD Roy";1993;"FRA";"Rossignol";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";7
"263";24;"FRANZ Max";1989;"AUT";"Fischer";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";7
"264";26;"MARSAGLIA Matteo";1985;"ITA";"Fischer";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";5
"265";27;"BABINSKY Stefan";1996;"AUT";"Head";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";4
"266";28;"CRAWFORD James";1997;"CAN";"Head";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";3
"267";29;"CLAREY Johan";1981;"FRA";"Head";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";2
"268";30;"BUZZI Emanuele";1994;"ITA";"Head";"Bormio";"SG";-2,5;"PARTLY CLOUDY";"COMPACT";1
"269";1;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Cortina";"SG";-2,5;"SUNNY";"HARD";100
"270";2;"BAUMANN Romed";1986;"GER";"Salomon";"Cortina";"SG";-2,5;"SUNNY";"HARD";80
"271";3;"PINTURAULT Alexis";1991;"FRA";"Head";"Cortina";"SG";-2,5;"SUNNY";"HARD";60
"272";4;"SEGER Brodie";1995;"CAN";"Atomic";"Cortina";"SG";-2,5;"SUNNY";"HARD";50
"273";5;"PARIS Dominik";1989;"ITA";"Nordica";"Cortina";"SG";-2,5;"SUNNY";"HARD";45
"274";6;"MAYER Matthias";1990;"AUT";"Head";"Cortina";"SG";-2,5;"SUNNY";"HARD";40
"275";7;"BAILET Matthieu";1996;"FRA";"Salomon";"Cortina";"SG";-2,5;"SUNNY";"HARD";36
"276";8;"GANONG Travis";1988;"USA";"Atomic";"Cortina";"SG";-2,5;"SUNNY";"HARD";32
"277";9;"SANDER Andreas";1989;"GER";"Atomic";"Cortina";"SG";-2,5;"SUNNY";"HARD";29
"278";10;"FEUZ Beat";1987;"SUI";"Head";"Cortina";"SG";-2,5;"SUNNY";"HARD";26
"279";11;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Cortina";"SG";-2,5;"SUNNY";"HARD";24
"280";12;"JANSRUD Kjetil";1985;"NOR";"Head";"Cortina";"SG";-2,5;"SUNNY";"HARD";22
"281";13;"BUZZI Emanuele";1994;"ITA";"Head";"Cortina";"SG";-2,5;"SUNNY";"HARD";20
"282";14;"CRAWFORD James";1997;"CAN";"Head";"Cortina";"SG";-2,5;"SUNNY";"HARD";18
"283";15;"GOLDBERG Jared";1991;"USA";"Head";"Cortina";"SG";-2,5;"SUNNY";"HARD";16
"284";16;"JOCHER Simon";1996;"GER";"Head";"Cortina";"SG";-2,5;"SUNNY";"HARD";15
"285";17;"ROEA Henrik";1995;"NOR";"Nordica";"Cortina";"SG";-2,5;"SUNNY";"HARD";14
"286";18;"READ Jeffrey";1997;"CAN";"Atomic";"Cortina";"SG";-2,5;"SUNNY";"HARD";13
"287";19;"MARSAGLIA Matteo";1985;"ITA";"Fischer";"Cortina";"SG";-2,5;"SUNNY";"HARD";12
"288";20;"ZABYSTRAN Jan";1998;"CZE";"Atomic";"Cortina";"SG";-2,5;"SUNNY";"HARD";11
"289";21;"ALLEGRE Nils";1994;"FRA";"Salomon";"Cortina";"SG";-2,5;"SUNNY";"HARD";10
"290";22;"ORTEGA Albert";1998;"ESP";"Rossignol";"Cortina";"SG";-2,5;"SUNNY";"HARD";9
"291";23;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Cortina";"SG";-2,5;"SUNNY";"HARD";8
"292";24;"KLINE Bostjan";1991;"SLO";"Nordica";"Cortina";"SG";-2,5;"SUNNY";"HARD";7
"293";25;"CATER Martin";1992;"SLO";"Stoeckli";"Cortina";"SG";-2,5;"SUNNY";"HARD";6
"294";26;"VERDU Joan";1995;"AND";"Head";"Cortina";"SG";-2,5;"SUNNY";"HARD";5
"295";27;"BENNETT Bryce";1992;"USA";"Fischer";"Cortina";"SG";-2,5;"SUNNY";"HARD";4
"296";28;"FEASEY Willis";1992;"NZL";"";"Cortina";"SG";-2,5;"SUNNY";"HARD";3
"297";29;"SZOLLOS Barnabas";1998;"ISR";"Kaestle";"Cortina";"SG";-2,5;"SUNNY";"HARD";2
"298";30;"PFIFFNER Marco";1994;"LIE";"Fischer";"Cortina";"SG";-2,5;"SUNNY";"HARD";1
"299";1;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";100
"300";2;"MAYER Matthias";1990;"AUT";"Head";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";80
"301";3;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";60
"302";4;"ALLEGRE Nils";1994;"FRA";"Salomon";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";50
"303";5;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";45
"304";6;"FRANZ Max";1989;"AUT";"Fischer";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";40
"305";7;"MEILLARD Loic";1996;"SUI";"Rossignol";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";36
"306";8;"PARIS Dominik";1989;"ITA";"Nordica";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";32
"307";9;"FEUZ Beat";1987;"SUI";"Head";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";29
"308";10;"BAUMANN Romed";1986;"GER";"Salomon";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";26
"309";10;"CAVIEZEL Gino";1992;"SUI";"Dynastar";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";26
"310";12;"GANONG Travis";1988;"USA";"Atomic";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";22
"311";13;"SANDER Andreas";1989;"GER";"Atomic";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";20
"312";13;"JANSRUD Kjetil";1985;"NOR";"Head";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";20
"313";15;"MONSEN Felix";1994;"SWE";"Atomic";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";16
"314";15;"DANKLMAIER Daniel";1993;"AUT";"Atomic";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";16
"315";17;"REICHELT Hannes";1980;"AUT";"Salomon";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";14
"316";18;"JOCHER Simon";1996;"GER";"Head";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";13
"317";19;"CRAWFORD James";1997;"CAN";"Head";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";12
"318";20;"BABINSKY Stefan";1996;"AUT";"Head";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";11
"319";21;"SEGER Brodie";1995;"CAN";"Atomic";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";10
"320";22;"WALDER Christian";1991;"AUT";"Salomon";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";9
"321";23;"GIEZENDANNER Blaise";1991;"FRA";"Atomic";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";8
"322";24;"CLAREY Johan";1981;"FRA";"Head";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";7
"323";25;"HROBAT Miha";1995;"SLO";"Atomic";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";6
"324";26;"MARSAGLIA Matteo";1985;"ITA";"Fischer";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";5
"325";27;"WEBER Ralph";1993;"SUI";"Head";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";4
"326";28;"ROGENTIN Stefan";1994;"SUI";"Fischer";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";3
"327";28;"KLINE Bostjan";1991;"SLO";"Nordica";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";3
"328";30;"BUZZI Emanuele";1994;"ITA";"Head";"Garmisch";"SG";1,5;"PARTLY CLOUDY";"HARD";1
"329";1;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";100
"330";2;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";80
"331";3;"MAYER Matthias";1990;"AUT";"Head";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";60
"332";4;"INNERHOFER Christof";1984;"ITA";"Rossignol";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";50
"333";5;"WALDER Christian";1991;"AUT";"Salomon";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";45
"334";6;"CRAWFORD James";1997;"CAN";"Head";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";40
"335";7;"BABINSKY Stefan";1996;"AUT";"Head";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";36
"336";8;"BAILET Matthieu";1996;"FRA";"Salomon";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";32
"337";9;"SANDER Andreas";1989;"GER";"Atomic";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";29
"338";9;"MEILLARD Loic";1996;"SUI";"Rossignol";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";29
"339";11;"BAUMANN Romed";1986;"GER";"Salomon";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";24
"340";12;"PINTURAULT Alexis";1991;"FRA";"Head";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";22
"341";13;"FERSTL Josef";1988;"GER";"Head";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";20
"342";14;"CLAREY Johan";1981;"FRA";"Head";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";18
"343";15;"MONSEN Felix";1994;"SWE";"Atomic";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";16
"344";16;"HEMETSBERGER Daniel";1991;"AUT";"Fischer";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";15
"345";17;"SCHWAIGER Dominik";1991;"GER";"Head";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";14
"346";18;"READ Jeffrey";1997;"CAN";"Atomic";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";13
"347";19;"ROGER Brice";1990;"FRA";"Rossignol";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";12
"348";20;"FRANZ Max";1989;"AUT";"Fischer";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";11
"349";21;"SEGER Brodie";1995;"CAN";"Atomic";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";10
"350";22;"CAVIEZEL Gino";1992;"SUI";"Dynastar";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";9
"351";23;"MARSAGLIA Matteo";1985;"ITA";"Fischer";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";8
"352";24;"GIEZENDANNER Blaise";1991;"FRA";"Atomic";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";7
"353";25;"PARIS Dominik";1989;"ITA";"Nordica";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";6
"354";26;"THEAUX Adrien";1984;"FRA";"Head";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";5
"355";27;"GANONG Travis";1988;"USA";"Atomic";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";4
"356";28;"ROGENTIN Stefan";1994;"SUI";"Fischer";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";3
"357";29;"REICHELT Hannes";1980;"AUT";"Salomon";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";2
"358";30;"GOLDBERG Jared";1991;"USA";"Head";"Kitzbuehl";"SG";-7;"PARTLY CLOUDY";"HARD";1
"359";1;"ODERMATT Marco";1997;"SUI";"Stoeckli";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";100
"360";2;"BAILET Matthieu";1996;"FRA";"Salomon";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";80
"361";3;"KRIECHMAYR Vincent";1991;"AUT";"Head";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";60
"362";4;"HAASER Raphael";1997;"AUT";"Fischer";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";50
"363";5;"MURISIER Justin";1992;"SUI";"Head";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";45
"364";6;"FEUZ Beat";1987;"SUI";"Head";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";40
"365";7;"MAYER Matthias";1990;"AUT";"Head";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";36
"366";8;"SANDER Andreas";1989;"GER";"Atomic";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";32
"367";9;"BENNETT Bryce";1992;"USA";"Fischer";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";29
"368";10;"HEMETSBERGER Daniel";1991;"AUT";"Fischer";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";26
"369";11;"DANKLMAIER Daniel";1993;"AUT";"Atomic";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";24
"370";12;"TONETTI Riccardo";1989;"ITA";"Blizzard";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";22
"371";13;"FERSTL Josef";1988;"GER";"Head";"Saalbach";"SG";0,5;"PARTLY CLOUDY";"COMPACT";20
